page,line,text
15,22,arrange a call with President Putin. Several Russian businessmen picked up the effort from there.
15,23,"Kirill Dmitriev, the chief executive officer of Russia's sovereign wealth fund, was among"
15,24,"the Russians who tried to make contact with the incoming administration. In early December , a"
15,25,"business associate steered Dmitriev to Erik Prince, a supporter of the Trump Campaign and an"
15,26,associate of senior Trump advisor Steve Bannon. Dmitriev and Prince later met face-to-face in
15,27,"January 2017 in the Seychelles and discussed U.S.-Russia relations. During the same period ,"
15,28,another business associate introduced Dmitriev to a friend of Jared Kushner who had not served
15,29,on the Campaign or the Transition Team. Dmitriev and Kushner's friend collaborated on a short
15,30,"written reconciliation plan for the United States and Russia, which Dmitriev implied had been"
15,31,"cleared through Putin. The friend gave that proposal to Kushner before the inauguration , and"
15,32,Kushner later gave copies to Bannon and incoming Secretary of State Rex Tillerson.
15,33,"On December 29, 2016, then-President Obama imposed sanctions on Russia for having"
15,34,interfered in the election. Incoming National Security Advisor Michael Flynn called Russian
15,35,Ambassador Sergey Kislyak and asked Russia not to escalate the situation in response to the
15,36,"sanctions. The following day, Putin announced that Russia would not take retaliatory measures in"
15,37,"response to the sanctions at that time. Hours later , President-Elect Trump tweeted, ""Great move"
15,38,"on delay (by V. Putin)."" The next day, on December 31, 2016, Kislyak called Flynn and told him"
15,39,the request had been receiv ed at the highest levels and Russia had chosen not to retaliate as a result
15,40,of Flynn's request.
15,41,***
15,42,"On January 6, 2017 , members of the intelligence community briefed President-Elect Trump"
15,43,"on a joint assessment-drafted and coordinated among the Central Intellig ence Agency, FBI, and"
15,44,7
15,45,NA
16,1,U.S. Department of Justice
16,2,Atterttey 'Nerk Prndttet // Mtty Cetttttitt Moterisl Preteeted Uttder Fed. R. Crim . P. 6(e)
16,3,National Security Agency-that concluded with high confidence that Russia had intervened in the
16,4,election through a variety of means to assist Trump's candidacy and harm Clinton ' s. A
16,5,declassified version of the assessment was publicly released that same day.
16,6,"Between mid-January 2017 and early February 2017, three congressional committees -the"
16,7,"House Permanent Select Committee on Intelligence (HPSCI), the Senate Select Committee on"
16,8,"Intelligence (SSCI), and the Senate Judiciary Committee (SJC)-announced              that they would"
16,9,"conduct inquiries, or had already been conducting inquiries, into Russian interference in the"
16,10,election. Then-FBI Director James Comey later confirmed to Congress the existence of the FBI's
16,11,"investigation into Russian interference that had begun before the election. On March 20, 2017, in"
16,12,"open-session testimony before HPSCI, Comey stated:"
16,13,"I have been authorized by the Department of Justice to confirm that the FBI, as part"
16,14,"of our counterintelligence mission, is investigating the Russian government's efforts"
16,15,"to interfere in the 2016 presidential election, and that includes investigating the"
16,16,nature of any links between individuals associated with the Trump campaign and
16,17,the Russian government and whether there was any coordination between the
16,18,"campaign and Russia ' s efforts ....    As with any counterintelligence investigation,"
16,19,this will also include an assessment of whether any crimes were committed.
16,20,"The investigation continued under then-Director Comey for the next seven weeks until May 9,"
16,21,"2017, when President Trump fired Comey as FBI Director-an action which is analyzed in"
16,22,Volume II of the rep01t.
16,23,"On May 17, 2017, Acting Attorney General Rod Rosenstein appointed the Special Counsel"
16,24,and authorized him to conduct the investigation that Comey had confirmed in his congressional
16,25,"testimony, as well as matters arising directly from the investigation , and any other matters within"
